Date,Open,High,Low,Close,Adj. Close,Change,Volume
2010-12-30,14.90000,14.90000,14.90000,14.90000,14.90000,-1.26%,0
2011-01-03,14.98000,14.98000,14.98000,14.98000,14.98000,0.54%,0
2011-01-04,15.01000,15.01000,15.01000,15.01000,15.01000,0.20%,0
2011-01-05,15.29000,15.29000,15.29000,15.29000,15.29000,1.87%,0
2011-01-06,15.38000,15.38000,15.38000,15.38000,15.38000,0.59%,0
2011-01-07,15.42000,15.42000,15.42000,15.42000,15.42000,0.26%,0
2011-01-10,15.45000,15.45000,15.45000,15.45000,15.45000,0.19%,0
2011-01-11,15.51000,15.51000,15.51000,15.51000,15.51000,0.39%,0
2011-01-12,15.50000,15.50000,15.50000,15.50000,15.50000,-0.06%,0
2011-01-13,15.16000,15.16000,15.16000,15.16000,15.16000,-2.19%,0
2011-01-14,15.24000,15.24000,15.24000,15.24000,15.24000,0.53%,0
2011-01-17,15.32000,15.32000,15.32000,15.32000,15.32000,0.52%,0
2011-01-18,15.23000,15.23000,15.23000,15.23000,15.23000,-0.59%,0
2011-01-19,14.96000,14.96000,14.96000,14.96000,14.96000,-1.77%,0
2011-01-20,15.03000,15.03000,15.03000,15.03000,15.03000,0.47%,0
2011-01-21,14.87000,14.87000,14.87000,14.87000,14.87000,-1.06%,0
2011-01-24,14.86000,14.86000,14.86000,14.86000,14.86000,-0.07%,0
2011-01-25,14.87000,14.87000,14.87000,14.87000,14.87000,0.07%,0
2011-01-26,14.91000,14.91000,14.91000,14.91000,14.91000,0.27%,0
2011-01-27,14.90000,14.90000,14.90000,14.90000,14.90000,-0.07%,0
2011-01-28,14.75000,14.75000,14.75000,14.75000,14.75000,-1.01%,0
2011-01-31,14.77000,14.77000,14.77000,14.77000,14.77000,0.14%,0
2011-02-01,14.93000,14.93000,14.93000,14.93000,14.93000,1.08%,0
2011-02-02,14.87000,14.87000,14.87000,14.87000,14.87000,-0.40%,0
2011-02-03,15.10000,15.10000,15.10000,15.10000,15.10000,1.55%,0
2011-02-04,15.23000,15.23000,15.23000,15.23000,15.23000,0.86%,0
2011-02-07,15.34000,15.34000,15.34000,15.34000,15.34000,0.72%,0
2011-02-08,15.26000,15.26000,15.26000,15.26000,15.26000,-0.52%,0
2011-02-09,15.18000,15.18000,15.18000,15.18000,15.18000,-0.52%,0
2011-02-10,15.31000,15.31000,15.31000,15.31000,15.31000,0.86%,0
2011-02-11,15.46000,15.46000,15.46000,15.46000,15.46000,0.98%,0
2011-02-14,15.60000,15.60000,15.60000,15.60000,15.60000,0.91%,0
2011-02-15,15.49000,15.49000,15.49000,15.49000,15.49000,-0.71%,0
2011-02-16,15.58000,15.58000,15.58000,15.58000,15.58000,0.58%,0
2011-02-17,15.56000,15.56000,15.56000,15.56000,15.56000,-0.13%,0
2011-02-18,15.52000,15.52000,15.52000,15.52000,15.52000,-0.26%,0
2011-02-21,15.49000,15.49000,15.49000,15.49000,15.49000,-0.19%,0
